ID,Date,Location,Police District,Police Station,Police,News,Commission on Human Rights,Police Reports Submitted to the House of Representatives,Task Force Detainees of the Philippines,Philippine Human Rights Information Center,RiseUp for Life and Rights,CCT-DRK Research,Parishes,Assailant
445,Mar-2017,Manila,MPD,PS-1 ,0,1,0.0,,0.0,,0.0,1.0,0.0,Unidentified
446,Mar-2017,Manila,MPD,PS-1 ,1,1,0.0,,0.0,,0.0,0.0,0.0,Unidentified
447,Apr-2017,Manila,MPD,PS-1 ,0,1,0.0,,0.0,,0.0,1.0,0.0,Unidentified
448,Apr-2017,Manila,MPD,PS-1 ,1,1,0.0,,0.0,,0.0,0.0,0.0,Unidentified
449,May-2017,Manila,MPD,PS-1 ,0,1,,,1.0,0.0,0.0,1.0,0.0,Unidentified
450,May-2017,Manila,MPD,PS-1 ,1,1,,,0.0,0.0,1.0,1.0,0.0,Unidentified
451,May-2017,Manila,MPD,PS-1 ,0,1,,,0.0,0.0,0.0,1.0,0.0,Unidentified
452,May-2017,Manila,MPD,PS-1 ,0,1,,,0.0,0.0,0.0,1.0,0.0,Unidentified
453,May-2017,Manila,MPD,PS-9 ,1,1,,,0.0,0.0,0.0,1.0,0.0,Unidentified
454,May-2017,Manila,MPD,PS-6 ,1,1,,,0.0,0.0,0.0,1.0,1.0,Unidentified
455,Jun-2017,Manila,MPD,PS-4 ,0,1,,,0.0,0.0,0.0,1.0,1.0,Unidentified
456,Jun-2017,Manila,MPD,PS-1 ,0,1,,,0.0,0.0,0.0,1.0,0.0,Unidentified
457,Jun-2017,Manila,MPD,PS-4 ,1,1,,,1.0,0.0,0.0,0.0,1.0,Unidentified
458,Jul-2017,Manila,MPD,PS-5 ,0,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
459,Jul-2017,Manila,MPD,PS-6 ,1,1,,,0.0,0.0,0.0,1.0,1.0,Unidentified
460,Jul-2017,Manila,MPD,PS-8 ,0,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
461,Jul-2017,Manila,MPD,PS-6 ,0,1,,,0.0,0.0,0.0,0.0,1.0,Unidentified
462,Jul-2017,Manila,MPD,PS-1 ,0,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
463,Aug-2017,Manila,MPD,PS-5 ,0,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
464,Aug-2017,Manila,MPD,PS-5 ,0,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
465,Aug-2017,Manila,MPD,PS-6 ,1,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
466,Aug-2017,Manila,MPD,PS-11 ,0,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
467,Aug-2017,Manila,MPD,PS-11 ,0,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
468,Sep-2017,Manila,MPD,PS-10 ,1,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
469,Sep-2017,Manila,MPD,PS-1 ,0,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
470,Sep-2017,Manila,MPD,PS-1 ,0,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
471,Sep-2017,Manila,MPD,PS-1 ,0,1,,,0.0,0.0,0.0,0.0,0.0,Unidentified
472,Sep-2017,Manila,MPD,PS-1 ,1,1,,,0.0,0.0,0.0,1.0,0.0,Unidentified
473,Sep-2017,Manila,MPD,PS-4 ,1,1,,,1.0,1.0,0.0,0.0,1.0,Unidentified
474,Oct-2016,Manila,MPD,PS-4 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
475,Nov-2016,Manila,MPD,PS-1 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
476,Nov-2016,Manila,MPD,PS-1 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
477,Nov-2016,Manila,MPD,PS-8 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
478,Dec-2016,Manila,MPD,PS-4 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
479,Dec-2016,Manila,MPD,PS-1 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
480,Dec-2016,Manila,MPD,PS-1 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
481,Dec-2016,Manila,MPD,PS-1 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
484,Jul-2016,Manila,MPD,PS-2,1,1,,,,,,,,Unidentified
485,Jul-2016,Manila,MPD,PS-1 ,1,0,0.0,,,,,0.0,,Unidentified
486,Jul-2016,Manila,MPD,PS-1 ,1,1,0.0,,0.0,,,0.0,0.0,Unidentified
487,Nov-2016,Manila,MPD,PS-1 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
488,Dec-2016,Manila,MPD,PS-1 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
489,Dec-2016,Manila,MPD,PS-1 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
490,Dec-2016,Manila,MPD,PS-1 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
491,Jan-2017,Manila,MPD,PS-1 ,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
494,Jul-2016,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
497,Jul-2016,Manila,MPD,PS-1 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
498,Jul-2016,Manila,MPD,PS-1 ,1,1,0.0,,0.0,,,0.0,0.0,Unidentified
499,Jul-2016,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
500,Aug-2016,Manila,MPD,PS-1 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
501,Aug-2016,Manila,MPD,PS-7 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
502,Aug-2016,Manila,MPD,PS-3 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
503,Sep-2016,Manila,MPD,PS-1 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
504,Nov-2016,Manila,MPD,PS-8,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
505,Nov-2016,Manila,MPD,PS-1 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
506,Nov-2016,Manila,MPD,PS-1 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
507,Jan-2017,Manila,MPD,PS-8 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
509,Mar-2017,Manila,MPD,PS-9 ,1,1,0.0,,0.0,,0.0,1.0,0.0,Unidentified
597,Nov-2016,Manila,MPD,PS-10 ,0,0,0.0,0.0,1.0,,,0.0,0.0,Unidentified
599,Dec-2016,Manila,MPD,PS-4 ,1,0,0.0,0.0,1.0,,,0.0,1.0,Unidentified
600,Jan-2017,Manila,MPD,PS-4 ,0,0,0.0,,1.0,,0.0,0.0,1.0,Unidentified
603,Jul-2017,Manila,MPD,PS-4 ,1,0,,,1.0,0.0,0.0,0.0,1.0,Unidentified
604,Aug-2017,Manila,MPD,PS-4 ,0,0,,,1.0,0.0,0.0,0.0,1.0,Unidentified
605,Aug-2017,Manila,MPD,PS-4 ,1,0,,,1.0,0.0,0.0,0.0,1.0,Unidentified
606,Aug-2017,Manila,MPD,PS-4 ,0,0,,,1.0,0.0,0.0,0.0,1.0,Unidentified
609,Apr-2017,Manila,MPD,,0,0,,,0.0,1.0,0.0,0.0,0.0,Unidentified
610,Sep-2017,Manila,MPD,,0,0,,,0.0,1.0,0.0,0.0,0.0,Unidentified
611,Sep-2017,Manila,MPD,,0,0,,,0.0,1.0,0.0,0.0,0.0,Unidentified
613,Nov-2017,Manila,MPD,,0,0,,,,1.0,,,,Unidentified
614,May-2017,Manila,MPD,,0,0,,,0.0,1.0,0.0,0.0,0.0,Unidentified
615,Jul-2017,Manila,MPD,,0,0,,,0.0,0.0,1.0,0.0,0.0,Unidentified
616,Aug-2017,Manila,MPD,,0,0,,,0.0,0.0,1.0,0.0,0.0,Unidentified
617,Aug-2017,Manila,MPD,,0,0,,,0.0,0.0,1.0,0.0,0.0,Unidentified
618,Oct-2017,Manila,MPD,,0,0,,,0.0,0.0,1.0,0.0,0.0,Unidentified
621,Oct-2017,Manila,MPD,,0,1,,,0.0,0.0,1.0,0.0,0.0,Unidentified
622,Sep-2016,Manila,MPD,PS-1,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
623,Oct-2016,Manila,MPD,PS-11 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
624,Nov-2016,Manila,MPD,PS-2,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
625,Oct-2016,Manila,MPD,PS-6 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
626,Nov-2016,Manila,MPD,PS-3 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
630,Oct-2016,Manila,MPD,,0,1,0.0,0.0,0.0,,,1.0,0.0,Unidentified
631,Oct-2016,Manila,MPD,,0,1,0.0,0.0,0.0,,,1.0,0.0,Unidentified
634,Jan-2017,Manila,MPD,,0,1,0.0,0.0,0.0,,,1.0,1.0,Unidentified
635,Mar-2017,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,0.0,1.0,0.0,Unidentified
636,Apr-2017,Manila,MPD,PS-7,1,0,,,0.0,0.0,0.0,1.0,0.0,Unidentified
637,Apr-2017,Manila,MPD,,0,0,,,0.0,0.0,0.0,1.0,0.0,Unidentified
641,Dec-2016,Manila,MPD,,0,0,0.0,0.0,0.0,,,0.0,1.0,Unidentified
642,Jan-2017,Manila,MPD,,0,0,0.0,,0.0,,,0.0,1.0,Unidentified
643,Jun-2017,Manila,MPD,,0,0,,,0.0,0.0,0.0,0.0,1.0,Unidentified
644,Jul-2017,Manila,MPD,PS-4 ,1,0,,,0.0,0.0,0.0,0.0,1.0,Unidentified
645,Oct-2017,Manila,MPD,,0,1,,,0.0,0.0,,0.0,1.0,Unidentified
646,Jun-2017,Manila,MPD,,0,1,,,0.0,0.0,0.0,0.0,1.0,Unidentified
647,Jan-2017,Manila,MPD,,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
648,Jan-2017,Manila,MPD,,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
649,Jan-2017,Manila,MPD,,1,1,0.0,0.0,0.0,,,0.0,0.0,Unidentified
651,Jan-2017,Manila,MPD,,0,1,0.0,,0.0,,0.0,0.0,0.0,Unidentified
654,Oct-2017,Manila,MPD,,0,1,,,0.0,0.0,,0.0,,Unidentified
655,Nov-2017,Manila,MPD,,0,1,,,,,,,,Unidentified
656,Dec-2017,Manila,MPD,PS-3,1,1,,,,,,,,Unidentified
657,Dec-2017,Manila,MPD,,0,1,,,,,,,,Unidentified
658,Nov-2016,Manila,MPD,,0,1,0.0,0.0,0.0,,,0.0,0.0,Unidentified
659,Oct-2017,Manila,MPD,,0,1,,,,0.0,,,,Unidentified
660,Aug-2017,Manila,MPD,,0,0,,,1.0,0.0,0.0,0.0,0.0,Unidentified
661,Aug-2017,Manila,MPD,,0,0,,,1.0,0.0,0.0,0.0,0.0,Unidentified
664,Jan-2017,Manila,MPD,,0,0,0.0,0.0,1.0,,,0.0,0.0,Unidentified
665,Sep-2016,Manila,MPD,PS-7 ,0,0,0.0,,1.0,,,0.0,0.0,Unidentified
667,Dec-2016,Manila,MPD,PS-7 ,0,0,0.0,0.0,1.0,,,0.0,0.0,Unidentified
668,Jun-2017,Manila,MPD,PS-10,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
669,Dec-2016,Manila,MPD,PS-5 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
670,Feb-2017,Manila,MPD,PS-8,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
671,May-2017,Manila,MPD,PS-9 ,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
672,Mar-2017,Manila,MPD,PS-3,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
673,Mar-2017,Manila,MPD,PS-7 ,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
674,Mar-2017,Manila,MPD,PS-7 ,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
675,Feb-2017,Manila,MPD,PS-7 ,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
676,Feb-2017,Manila,MPD,PS-7 ,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
677,Jan-2017,Manila,MPD,PS-1,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
678,Dec-2016,Manila,MPD,PS-1,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
679,Nov-2016,Manila,MPD,PS-5 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
680,Nov-2016,Manila,MPD,PS-7 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
681,Oct-2016,Manila,MPD,PS-7 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
682,Sep-2016,Manila,MPD,PS-7 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
683,Jul-2016,Manila,MPD,PS-2,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
684,Jul-2016,Manila,MPD,PS-7 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
685,Jul-2016,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
686,Jul-2016,Manila,MPD,PS-2,1,0,0.0,,,,,0.0,0.0,Unidentified
687,Jul-2017,Manila,MPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
688,Oct-2016,Manila,MPD,PS-5 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
689,Oct-2016,Manila,MPD,PS-5 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
690,Sep-2017,Manila,MPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
691,Dec-2016,Manila,MPD,PS-5 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
692,Jun-2017,Manila,MPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
693,Jul-2017,Manila,MPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
694,Oct-2017,Manila,MPD,PS-7 ,1,0,,,,0.0,,,,Unidentified
695,Sep-2017,Manila,MPD,PS-3,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
696,Dec-2016,Manila,MPD,PS-1,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
697,Nov-2016,Manila,MPD,PS-1,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
698,Aug-2016,Manila,MPD,PS-7,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
699,Oct-2016,Manila,MPD,PS-8,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
700,Aug-2017,Manila,MPD,PS-9 ,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
701,Feb-2017,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
702,Sep-2016,Manila,MPD,PS-4 ,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
703,Mar-2017,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
704,Jan-2017,Manila,MPD,PS-7,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
705,Jul-2017,Manila,MPD,PS-2,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
706,Sep-2017,Manila,MPD,PS-3,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
707,Apr-2017,Manila,MPD,PS-8,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
708,Aug-2017,Manila,MPD,PS-7,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
709,Jan-2017,Manila,MPD,PS-5 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
710,Nov-2016,Manila,MPD,PS-1,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
711,Oct-2016,Manila,MPD,PS-1,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
712,Sep-2016,Manila,MPD,PS-6,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
713,Sep-2016,Manila,MPD,PS-8,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
714,Aug-2016,Manila,MPD,PS-1,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
715,Dec-2016,Manila,MPD,PS-2,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
716,Feb-2017,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
717,Dec-2016,Manila,MPD,PS-5 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
718,Nov-2016,Manila,MPD,PS-1,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
719,Jul-2016,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
720,Oct-2017,Manila,MPD,PS-1,1,0,,,0.0,0.0,,0.0,,Unidentified
721,Sep-2017,Manila,MPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
722,Aug-2016,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
723,Aug-2016,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
724,Aug-2017,Manila,MPD,PS-7,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
725,Aug-2017,Manila,MPD,PS-8,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
726,Sep-2016,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
727,Sep-2016,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
728,Nov-2016,Manila,MPD,PS-3,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
729,Aug-2016,Manila,MPD,PS-3,1,0,0.0,,0.0,,,0.0,0.0,Unidentified
730,Apr-2017,Manila,MPD,PS-7,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
731,Jul-2016,Manila,MPD,PS-1,1,0,0.0,,,,,0.0,,Unidentified
732,Jan-2017,Manila,MPD,PS-5 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
733,Nov-2016,Manila,MPD,PS-5 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
734,Oct-2017,Manila,MPD,PS-5 ,1,0,,,,0.0,,,,Unidentified
735,Sep-2017,Manila,MPD,PS-9 ,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
736,Feb-2017,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
737,Oct-2017,Manila,MPD,PS-3,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
738,Feb-2017,Manila,MPD,PS-5 ,1,0,0.0,,0.0,,0.0,0.0,0.0,Unidentified
739,Oct-2016,Manila,MPD,PS-5 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
740,Dec-2016,Manila,MPD,PS-5 ,1,0,0.0,0.0,0.0,,,0.0,0.0,Unidentified
741,Jul-2017,Manila,MPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,Unidentified
